Series Name	Series Code	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Australia	AUS	22.0305425513876	20.8408943808819	19.3840574269131	19.2425645104141	19.1251448621978	19.0076570883464	18.9813218849073	18.8914938540354	18.7832946183069	18.711620303024	18.6980894008266	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Austria	AUT	16.9401021543823	16.8418896608124	15.5092401301484	15.2142270297001	14.9450532102306	14.7286709010239	14.5673699204814	14.4450159346421	14.3555844835879	14.2792414531269	14.2076397850054	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Azerbaijan	AZE	34.1889555093374	31.0732097669524	24.3170683752657	23.6004931042418	23.0688243222417	22.7374211982493	22.288911680635	22.1098551008564	22.079935595656	22.0364351040663	21.9185463803039	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bahamas, The	BHS	32.4345200477495	29.3066927164634	24.6740041898095	24.059703890277	23.3223406054456	22.5349887758778	22.2087693033479	21.7909814494559	21.3920670334876	21.098852903246	20.9211404596167	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bahrain	BHR	32.699458003323	30.7035262538333	23.1344635718238	21.7428751444061	20.6094049503081	19.7043729619549	20.098942277801	20.468559370775	20.8511464495671	21.2107817582401	21.4749531126451	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bangladesh	BGD	42.3382348301149	37.0732587055288	33.5562550947715	33.0773996599706	32.5994192781127	32.1276028707562	31.5570456444579	31.0182709696125	30.4978701797511	29.9764096764575	29.4469747199741	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Barbados	BRB	24.0769047600759	21.9416835286357	20.3534984103073	20.1629915439122	20.0157290297559	19.9205196626199	19.7172507679917	19.5869735066411	19.5056335684931	19.4382101771473	19.3659729430185	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Belarus	BLR	22.8767776490637	18.478756397548	15.063790404854	14.8937805078133	14.8199444963394	14.8459954475933	14.9236261701235	15.1300363440503	15.4368496963451	15.7691942526342	16.0682072312614	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Belgium	BEL	18.0497243953118	17.5586022332637	16.9244630694742	16.8609969890961	16.8117815578363	16.7814701914313	16.8136263167101	16.8316753043746	16.852196183275	16.8883896257385	16.9444416910519	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Belize	BLZ	43.459947108002	40.7412499191305	37.6698625684058	37.0065160942629	36.3443497650713	35.6902325494622	34.9867706785989	34.3426183595827	33.7220687230711	33.0932653978038	32.4542774996034	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Benin	BEN	45.990089319295	45.4302881730506	44.196640259579	43.9653870691841	43.7050629467734	43.4212272437333	43.2332545042938	43.0103727519933	42.7550456141656	42.4697612356185	42.1584015704659	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bermuda	BMU	..	..	..	..	..	..	..	..	..	..	..	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bhutan	BTN	43.5820393833858	40.6012545485805	32.3748185909598	31.6142678311918	30.8687114137575	30.1077687345712	29.4980102315342	28.8093089923371	28.0957599481605	27.436052956309	26.8652478608211	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bolivia	BOL	41.2889648358592	38.3160669353315	35.8957735660567	35.5147482540472	35.1127223749562	34.6859146955938	34.2673391916325	33.8189128724742	33.3533655175212	32.891168027077	32.4452374214489	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bosnia and Herzegovina	BIH	24.2458575178772	19.1885159501571	15.1492363591672	15.0617657560429	14.9385626719114	14.67663974627	14.6009065028664	14.3240852163778	13.9480161410925	13.6465653138109	13.4980799996641	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Botswana	BWA	44.7422623628982	38.1710823406249	34.3738263631282	33.9074408521718	33.4917786462018	33.1249014200879	32.8298813325894	32.5892643643023	32.3880432435413	32.1980758913429	31.9980905950758	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Brazil	BRA	35.3748933885902	29.6806060258083	26.6890405583963	26.2553688023418	25.8175449355703	25.3815205405648	24.856537270068	24.4040876676143	23.9795776915544	23.5270509212977	23.0276460155927	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	British Virgin Islands	VGB	..	..	..	..	..	..	..	..	..	..	..	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Brunei Darussalam	BRN	34.5004067113206	30.5208831234836	26.738040746784	26.1987047843145	25.7086390410251	25.2815902283741	24.7094078504317	24.2744974254769	23.9128163130409	23.5355563328653	23.1081694187926	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Bulgaria	BGR	20.3194699624571	15.6736633039644	13.3594939364815	13.3744389874104	13.4449642945087	13.5296046587574	13.6816777066553	13.7841415789525	13.8662473928096	13.9787244206191	14.1440157587911	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Burkina Faso	BFA	47.2532335311875	46.7698414120537	46.5168891591574	46.4828736615942	46.4177689673435	46.3152343394661	46.2677279376335	46.155170334329	45.9912561955085	45.7938161819544	45.5720642873988	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Burundi	BDI	47.8195541498067	48.8150637653827	44.6113477379619	44.3413727024942	44.1345857738406	43.9844153708278	44.167337153431	44.3286293978649	44.4829470476619	44.6421512342769	44.8013184814527	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Cabo Verde	CPV	45.9845394659728	43.5217453736521	35.2706751607179	34.12583914812	33.0223784758965	31.9866878475628	31.441011876993	30.8900513107193	30.3845380457282	29.971045288438	29.65060652985	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Cambodia	KHM	44.2787519303228	41.5966922188687	35.4302155338816	34.6341521179647	33.9172631421324	33.3268029306888	32.9192791743549	32.490676569409	32.1023739395873	31.8041019469034	31.6022783303448	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Cameroon	CMR	46.2806532929137	45.2771907680657	44.0250811139474	43.8261563958419	43.6188368520057	43.4122237716837	43.2819255966114	43.1325338807639	42.9619408544333	42.7602775811757	42.5226862765232	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Canada	CAN	20.7045473935054	19.1681115011014	17.1302828564737	16.8814938206271	16.6620691608884	16.4722982562387	16.3914219473938	16.2701830676367	16.1408947423337	16.0369006305055	15.9720580400734	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Cayman Islands	CYM	..	..	..	..	..	..	..	..	..	..	..	..
Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	Central African Republic	CAF	43.1729928736565	42.1239339911885	41.3681098801934	41.1163663251491	40.8330910614991	40.5259154555045	40.2515569192278	39.9773785041671	39.6950078099161	39.3882916943848	39.0526121600547	..
